date time,wheel,vl,wheel,vr,sonar,X
2019-07-05 16:38:58.152112 ,Left,75 ,Right,195 ,s,99
2019-07-05 16:38:59.061810 ,Left,105 ,Right,225 ,s,400
2019-07-05 16:38:59.621609 ,Left,105 ,Right,255 ,s,71
2019-07-05 16:39:00.529086 ,Left,105 ,Right,225 ,s,400
2019-07-05 16:39:01.066519 ,Left,90 ,Right,90 ,s,65
2019-07-05 16:39:03.498433 ,Left,90 ,Right,105 ,s,400
2019-07-05 16:39:04.429257 ,Left,135 ,Right,225 ,s,400
2019-07-05 16:39:05.490157 ,Left,135 ,Right,195 ,s,400
2019-07-05 16:39:06.376557 ,Left,120 ,Right,165 ,s,400
2019-07-05 16:39:07.466746 ,Left,195 ,Right,75 ,s,400
2019-07-05 16:39:08.375230 ,Left,135 ,Right,105 ,s,400
2019-07-05 16:39:09.714941 ,Left,195 ,Right,210 ,s,400
2019-07-05 16:39:10.465403 ,Left,120 ,Right,165 ,s,400
2019-07-05 16:39:11.354027 ,Left,150 ,Right,165 ,s,400
2019-07-05 16:39:12.503813 ,Left,150 ,Right,120 ,s,400
2019-07-05 16:39:13.802039 ,Left,165 ,Right,120 ,s,400
2019-07-05 16:39:14.726957 ,Left,150 ,Right,150 ,s,220
2019-07-05 16:39:15.535232 ,Left,120 ,Right,120 ,s,206
2019-07-05 16:39:18.315141 ,Left,150 ,Right,90 ,s,132
2019-07-05 16:39:18.934381 ,Left,120 ,Right,90 ,s,119
2019-07-05 16:39:19.787563 ,Left,150 ,Right,195 ,s,101
2019-07-05 16:39:20.370069 ,Left,120 ,Right,105 ,s,44
2019-07-05 16:39:21.110604 ,Left,90 ,Right,60 ,s,73
2019-07-05 16:39:21.993540 ,Left,165 ,Right,60 ,s,54
2019-07-05 16:39:22.915809 ,Left,375 ,Right,180 ,s,180
2019-07-05 16:39:23.864499 ,Left,90 ,Right,120 ,s,163
2019-07-05 16:39:24.646169 ,Left,75 ,Right,120 ,s,147
2019-07-05 16:39:25.508803 ,Left,135 ,Right,255 ,s,129
2019-07-05 16:39:26.372895 ,Left,135 ,Right,195 ,s,110
2019-07-05 16:39:27.085385 ,Left,150 ,Right,135 ,s,93
2019-07-05 16:39:27.836704 ,Left,150 ,Right,285 ,s,77
2019-07-05 16:39:29.539758 ,Left,105 ,Right,105 ,s,93
2019-07-05 16:39:30.775190 ,Left,120 ,Right,75 ,s,87
2019-07-05 16:39:31.367733 ,Left,225 ,Right,135 ,s,67
2019-07-05 16:39:32.256586 ,Left,240 ,Right,465 ,s,59
2019-07-05 16:39:33.160174 ,Left,435 ,Right,105 ,s,400
2019-07-05 16:39:34.869804 ,Left,135 ,Right,105 ,s,400
2019-07-05 16:39:36.012782 ,Left,105 ,Right,105 ,s,400
2019-07-05 16:39:36.764827 ,Left,105 ,Right,60 ,s,400
2019-07-05 16:39:37.936489 ,Left,105 ,Right,180 ,s,400
2019-07-05 16:39:38.525806 ,Left,195 ,Right,75 ,s,400
2019-07-05 16:39:39.207852 ,Left,180 ,Right,105 ,s,400
2019-07-05 16:39:40.954924 ,Left,150 ,Right,120 ,s,361
2019-07-05 16:39:42.107489 ,Left,120 ,Right,90 ,s,337
2019-07-05 16:39:42.984904 ,Left,150 ,Right,165 ,s,317
2019-07-05 16:39:44.619743 ,Left,150 ,Right,255 ,s,277
2019-07-05 16:39:45.159719 ,Left,150 ,Right,120 ,s,265
2019-07-05 16:39:45.695032 ,Left,90 ,Right,105 ,s,178
2019-07-05 16:39:46.393171 ,Left,210 ,Right,180 ,s,162
2019-07-05 16:39:47.393275 ,Left,180 ,Right,165 ,s,192
2019-07-05 16:39:48.456553 ,Left,255 ,Right,90 ,s,237
2019-07-05 16:39:49.279036 ,Left,180 ,Right,120 ,s,154
2019-07-05 16:39:50.066056 ,Left,150 ,Right,180 ,s,137
2019-07-05 16:39:50.696859 ,Left,90 ,Right,60 ,s,121
2019-07-05 16:39:51.402865 ,Left,120 ,Right,60 ,s,104
2019-07-05 16:39:52.507261 ,Left,210 ,Right,105 ,s,27
2019-07-05 16:39:53.299068 ,Left,90 ,Right,90 ,s,8
2019-07-05 16:39:53.825350 ,Left,90 ,Right,180 ,s,7
2019-07-05 16:39:54.529527 ,Left,150 ,Right,180 ,s,5
2019-07-05 16:39:56.292896 ,Left,210 ,Right,225 ,s,400
2019-07-05 16:39:57.375725 ,Left,210 ,Right,75 ,s,190
2019-07-05 16:39:58.191966 ,Left,195 ,Right,60 ,s,179
2019-07-05 16:39:59.119534 ,Left,165 ,Right,345 ,s,155
2019-07-05 16:39:59.746048 ,Left,120 ,Right,165 ,s,140
2019-07-05 16:40:00.354671 ,Left,120 ,Right,195 ,s,127
2019-07-05 16:40:00.979382 ,Left,120 ,Right,150 ,s,113
2019-07-05 16:40:01.616342 ,Left,150 ,Right,165 ,s,102
2019-07-05 16:40:03.213740 ,Left,90 ,Right,90 ,s,74
2019-07-05 16:40:03.982795 ,Left,135 ,Right,75 ,s,127
2019-07-05 16:40:04.700198 ,Left,210 ,Right,195 ,s,9
2019-07-05 16:40:05.461282 ,Left,165 ,Right,165 ,s,74
2019-07-05 16:40:05.993174 ,Left,120 ,Right,255 ,s,73
2019-07-05 16:40:06.723813 ,Left,210 ,Right,255 ,s,3
2019-07-05 16:40:07.995872 ,Left,180 ,Right,270 ,s,95
2019-07-05 16:40:09.120172 ,Left,165 ,Right,225 ,s,121
2019-07-05 16:40:09.654472 ,Left,165 ,Right,225 ,s,115
2019-07-05 16:40:10.187019 ,Left,105 ,Right,165 ,s,110
2019-07-05 16:40:11.048071 ,Left,195 ,Right,120 ,s,90
2019-07-05 16:40:11.846622 ,Left,165 ,Right,180 ,s,69
2019-07-05 16:40:13.194053 ,Left,135 ,Right,255 ,s,42
2019-07-05 16:40:13.989791 ,Left,285 ,Right,525 ,s,110
2019-07-05 16:40:14.643884 ,Left,330 ,Right,195 ,s,92
2019-07-05 16:40:15.333840 ,Left,180 ,Right,195 ,s,78
2019-07-05 16:40:16.535350 ,Left,255 ,Right,480 ,s,52
2019-07-05 16:40:17.071738 ,Left,195 ,Right,195 ,s,44
2019-07-05 16:40:17.944017 ,Left,285 ,Right,375 ,s,123
2019-07-05 16:40:19.072933 ,Left,240 ,Right,225 ,s,99
2019-07-05 16:40:20.022338 ,Left,195 ,Right,60 ,s,76
2019-07-05 16:40:21.149677 ,Left,210 ,Right,105 ,s,51
2019-07-05 16:40:21.677101 ,Left,285 ,Right,165 ,s,43
2019-07-05 16:40:22.233043 ,Left,240 ,Right,330 ,s,335
2019-07-05 16:40:23.698931 ,Left,285 ,Right,150 ,s,88
2019-07-05 16:40:24.720033 ,Left,210 ,Right,120 ,s,63
2019-07-05 16:40:25.545516 ,Left,345 ,Right,135 ,s,45
2019-07-05 16:40:26.442432 ,Left,255 ,Right,735 ,s,28
2019-07-05 16:40:27.301645 ,Left,255 ,Right,120 ,s,213
2019-07-05 16:40:28.255225 ,Left,135 ,Right,75 ,s,96
2019-07-05 16:40:29.276633 ,Left,60 ,Right,135 ,s,70
2019-07-05 16:40:30.380045 ,Left,225 ,Right,300 ,s,46
2019-07-05 16:40:31.214295 ,Left,300 ,Right,270 ,s,139
2019-07-05 16:40:31.974640 ,Left,270 ,Right,480 ,s,174
2019-07-05 16:40:32.900089 ,Left,90 ,Right,105 ,s,98
2019-07-05 16:40:33.964494 ,Left,255 ,Right,120 ,s,75
2019-07-05 16:40:34.665731 ,Left,210 ,Right,165 ,s,59
2019-07-05 16:40:35.439931 ,Left,315 ,Right,150 ,s,83
2019-07-05 16:40:36.165086 ,Left,225 ,Right,450 ,s,135
2019-07-05 16:40:37.276045 ,Left,435 ,Right,120 ,s,98
2019-07-05 16:40:38.197141 ,Left,150 ,Right,120 ,s,80
2019-07-05 16:40:39.206881 ,Left,315 ,Right,105 ,s,61
2019-07-05 16:40:39.906648 ,Left,120 ,Right,240 ,s,50
2019-07-05 16:40:40.814873 ,Left,255 ,Right,255 ,s,115
2019-07-05 16:40:41.345457 ,Left,300 ,Right,285 ,s,97
2019-07-05 16:40:42.437647 ,Left,150 ,Right,240 ,s,73
2019-07-05 16:40:43.235176 ,Left,165 ,Right,285 ,s,53
2019-07-05 16:40:43.762695 ,Left,315 ,Right,165 ,s,43
2019-07-05 16:40:44.882382 ,Left,255 ,Right,300 ,s,106
2019-07-05 16:40:45.846990 ,Left,255 ,Right,270 ,s,84
2019-07-05 16:40:47.567180 ,Left,180 ,Right,360 ,s,45
2019-07-05 16:40:48.094707 ,Left,285 ,Right,150 ,s,34
2019-07-05 16:40:48.762530 ,Left,300 ,Right,180 ,s,122
2019-07-05 16:40:50.664063 ,Left,315 ,Right,165 ,s,80
2019-07-05 16:40:51.201868 ,Left,60 ,Right,225 ,s,69
2019-07-05 16:40:51.731130 ,Left,285 ,Right,150 ,s,57
2019-07-05 16:40:52.258713 ,Left,195 ,Right,315 ,s,47
2019-07-05 16:40:53.174348 ,Left,375 ,Right,225 ,s,131
2019-07-05 16:40:53.725211 ,Left,195 ,Right,510 ,s,113
2019-07-05 16:40:54.466364 ,Left,195 ,Right,90 ,s,100
2019-07-05 16:40:55.556679 ,Left,150 ,Right,60 ,s,75
2019-07-05 16:40:56.808731 ,Left,60 ,Right,240 ,s,46
2019-07-05 16:40:58.058964 ,Left,195 ,Right,90 ,s,20
2019-07-05 16:40:59.489268 ,Left,165 ,Right,15 ,s,103
2019-07-05 16:41:00.126756 ,Left,150 ,Right,165 ,s,102
2019-07-05 16:41:00.696519 ,Left,105 ,Right,225 ,s,142
2019-07-05 16:41:01.573611 ,Left,60 ,Right,255 ,s,66
2019-07-05 16:41:02.469883 ,Left,165 ,Right,600 ,s,85
2019-07-05 16:41:04.058713 ,Left,165 ,Right,120 ,s,72
2019-07-05 16:41:04.585820 ,Left,195 ,Right,375 ,s,60
2019-07-05 16:41:05.114216 ,Left,135 ,Right,120 ,s,46
2019-07-05 16:41:05.641094 ,Left,270 ,Right,600 ,s,35
2019-07-05 16:41:06.565650 ,Left,315 ,Right,120 ,s,121
2019-07-05 16:41:08.768850 ,Left,255 ,Right,420 ,s,67
2019-07-05 16:41:09.296586 ,Left,225 ,Right,105 ,s,55
2019-07-05 16:41:09.824474 ,Left,315 ,Right,345 ,s,45
2019-07-05 16:41:10.359632 ,Left,225 ,Right,195 ,s,124
2019-07-05 16:41:10.891741 ,Left,225 ,Right,75 ,s,113
2019-07-05 16:41:12.286819 ,Left,180 ,Right,150 ,s,80
2019-07-05 16:41:12.817251 ,Left,240 ,Right,90 ,s,68
2019-07-05 16:41:14.404928 ,Left,135 ,Right,255 ,s,38
2019-07-05 16:41:15.436828 ,Left,285 ,Right,210 ,s,97
2019-07-05 16:41:17.211814 ,Left,195 ,Right,210 ,s,64
2019-07-05 16:41:17.742276 ,Left,120 ,Right,240 ,s,52
2019-07-05 16:41:18.282626 ,Left,165 ,Right,255 ,s,41
2019-07-05 16:41:18.816769 ,Left,180 ,Right,165 ,s,29
2019-07-05 16:41:19.679498 ,Left,225 ,Right,150 ,s,210
2019-07-05 16:41:20.552353 ,Left,165 ,Right,105 ,s,96
2019-07-05 16:41:21.784576 ,Left,225 ,Right,495 ,s,64
2019-07-05 16:41:22.696692 ,Left,300 ,Right,135 ,s,45
2019-07-05 16:41:23.230524 ,Left,135 ,Right,240 ,s,133
2019-07-05 16:41:23.857336 ,Left,285 ,Right,330 ,s,120
2019-07-05 16:41:24.750668 ,Left,225 ,Right,150 ,s,94
2019-07-05 16:41:25.933564 ,Left,165 ,Right,225 ,s,67
2019-07-05 16:41:26.558357 ,Left,300 ,Right,180 ,s,52
2019-07-05 16:41:27.288675 ,Left,315 ,Right,135 ,s,38
2019-07-05 16:41:28.014774 ,Left,255 ,Right,135 ,s,211
2019-07-05 16:41:28.606374 ,Left,195 ,Right,240 ,s,93
2019-07-05 16:41:29.295682 ,Left,90 ,Right,210 ,s,86
2019-07-05 16:41:30.660632 ,Left,195 ,Right,180 ,s,53
2019-07-05 16:41:31.361168 ,Left,375 ,Right,345 ,s,39
2019-07-05 16:41:32.065751 ,Left,300 ,Right,180 ,s,116
2019-07-05 16:41:33.210767 ,Left,90 ,Right,120 ,s,91
2019-07-05 16:41:34.114084 ,Left,90 ,Right,180 ,s,72
2019-07-05 16:41:35.120710 ,Left,255 ,Right,375 ,s,50
2019-07-05 16:41:35.656656 ,Left,285 ,Right,105 ,s,43
2019-07-05 16:41:36.374902 ,Left,300 ,Right,135 ,s,99
2019-07-05 16:41:37.381282 ,Left,105 ,Right,180 ,s,77
2019-07-05 16:41:37.916654 ,Left,225 ,Right,270 ,s,63
2019-07-05 16:41:38.909893 ,Left,225 ,Right,480 ,s,40
2019-07-05 16:41:39.442975 ,Left,180 ,Right,75 ,s,122
2019-07-05 16:41:40.582586 ,Left,165 ,Right,210 ,s,92
2019-07-05 16:41:41.577272 ,Left,135 ,Right,135 ,s,69
2019-07-05 16:41:42.302400 ,Left,270 ,Right,435 ,s,51
2019-07-05 16:41:43.496747 ,Left,285 ,Right,495 ,s,262
2019-07-05 16:41:44.418791 ,Left,120 ,Right,75 ,s,99
2019-07-05 16:41:45.146859 ,Left,180 ,Right,60 ,s,83
2019-07-05 16:41:45.996748 ,Left,255 ,Right,150 ,s,65
2019-07-05 16:41:46.891372 ,Left,195 ,Right,165 ,s,52
2019-07-05 16:41:47.433333 ,Left,165 ,Right,105 ,s,42
2019-07-05 16:41:48.399442 ,Left,285 ,Right,105 ,s,92
2019-07-05 16:41:49.163443 ,Left,105 ,Right,225 ,s,76
2019-07-05 16:41:49.775689 ,Left,150 ,Right,180 ,s,60
2019-07-05 16:41:50.489996 ,Left,405 ,Right,165 ,s,44
2019-07-05 16:41:51.025317 ,Left,210 ,Right,225 ,s,36
2019-07-05 16:41:51.653315 ,Left,285 ,Right,165 ,s,116
2019-07-05 16:41:52.434299 ,Left,90 ,Right,165 ,s,98
2019-07-05 16:41:53.211905 ,Left,285 ,Right,210 ,s,80
2019-07-05 16:41:54.068790 ,Left,225 ,Right,135 ,s,62
2019-07-05 16:41:55.366673 ,Left,285 ,Right,285 ,s,36
2019-07-05 16:41:56.355149 ,Left,195 ,Right,195 ,s,105
2019-07-05 16:41:56.967960 ,Left,180 ,Right,105 ,s,91
2019-07-05 16:41:57.876691 ,Left,195 ,Right,360 ,s,71
2019-07-05 16:41:58.489819 ,Left,90 ,Right,150 ,s,58
2019-07-05 16:41:59.474216 ,Left,255 ,Right,525 ,s,34
2019-07-05 16:42:00.436103 ,Left,315 ,Right,270 ,s,196
2019-07-05 16:42:01.200986 ,Left,210 ,Right,90 ,s,102
2019-07-05 16:42:02.064719 ,Left,150 ,Right,75 ,s,81
2019-07-05 16:42:02.652604 ,Left,135 ,Right,120 ,s,70
2019-07-05 16:42:03.544083 ,Left,165 ,Right,60 ,s,52
2019-07-05 16:42:04.626713 ,Left,240 ,Right,540 ,s,131
2019-07-05 16:42:05.652119 ,Left,300 ,Right,195 ,s,104
2019-07-05 16:42:06.705047 ,Left,120 ,Right,105 ,s,84
2019-07-05 16:42:07.444199 ,Left,150 ,Right,165 ,s,67
2019-07-05 16:42:08.242317 ,Left,255 ,Right,120 ,s,48
2019-07-05 16:42:09.355574 ,Left,285 ,Right,270 ,s,121
2019-07-05 16:42:10.117805 ,Left,210 ,Right,135 ,s,105
2019-07-05 16:42:10.952551 ,Left,210 ,Right,660 ,s,90
2019-07-05 16:42:11.853660 ,Left,225 ,Right,210 ,s,108
2019-07-05 16:42:12.661407 ,Left,180 ,Right,555 ,s,89
2019-07-05 16:42:13.975276 ,Left,195 ,Right,450 ,s,50
2019-07-05 16:42:14.573050 ,Left,225 ,Right,195 ,s,37
2019-07-05 16:42:15.102374 ,Left,270 ,Right,465 ,s,27
